Frequency (MHz),Power (dB),Timestamp
92.7975,0.96,2026-06-11 18:42:35
92.7976,-1.47,2026-06-11 18:42:35
92.7978,0.1,2026-06-11 18:42:35
92.7979,0.16,2026-06-11 18:42:35
92.7981,-9.48,2026-06-11 18:42:35
92.7982,-1.45,2026-06-11 18:42:35
92.7984,4.85,2026-06-11 18:42:35
92.7985,3.71,2026-06-11 18:42:35
92.7987,0.63,2026-06-11 18:42:35
92.7988,1.61,2026-06-11 18:42:35
92.799,1.4,2026-06-11 18:42:35
92.7991,-3.88,2026-06-11 18:42:35
92.7993,-3.9,2026-06-11 18:42:35
92.7994,0.59,2026-06-11 18:42:35
92.7996,-6.26,2026-06-11 18:42:35
92.7997,1.9,2026-06-11 18:42:35
92.7999,-2.96,2026-06-11 18:42:35
92.8,2.85,2026-06-11 18:42:35
92.8002,3.24,2026-06-11 18:42:35
92.8004,2.56,2026-06-11 18:42:35
92.8005,-3.14,2026-06-11 18:42:35
92.8007,3.54,2026-06-11 18:42:35
92.8008,-4.17,2026-06-11 18:42:35
92.801,-8.47,2026-06-11 18:42:35
92.8011,1.63,2026-06-11 18:42:35
92.8013,-8.98,2026-06-11 18:42:35
92.8014,-11.74,2026-06-11 18:42:35
92.8016,-7.7,2026-06-11 18:42:35
92.8017,-12.43,2026-06-11 18:42:35
92.8019,3.44,2026-06-11 18:42:35
92.802,2.32,2026-06-11 18:42:35
92.8022,-7.19,2026-06-11 18:42:35
92.8023,1.61,2026-06-11 18:42:35
92.8025,1.01,2026-06-11 18:42:35
92.8026,6.42,2026-06-11 18:42:35
92.8028,4.84,2026-06-11 18:42:35
92.8029,2.17,2026-06-11 18:42:35
92.8031,-0.03,2026-06-11 18:42:35
92.8033,-4.21,2026-06-11 18:42:35
92.8034,-0.89,2026-06-11 18:42:35
92.8036,-3.26,2026-06-11 18:42:35
92.8037,-5.29,2026-06-11 18:42:35
92.8039,1.6,2026-06-11 18:42:35
92.804,5.82,2026-06-11 18:42:35
92.8042,-4.68,2026-06-11 18:42:35
92.8043,-8.85,2026-06-11 18:42:35
92.8045,-12.54,2026-06-11 18:42:35
92.8046,5.69,2026-06-11 18:42:35
92.8048,-11.28,2026-06-11 18:42:35
92.8049,3.04,2026-06-11 18:42:35
92.8051,5.52,2026-06-11 18:42:35
92.8052,-1.29,2026-06-11 18:42:35
92.8054,-17.47,2026-06-11 18:42:35
92.8055,-3.81,2026-06-11 18:42:35
92.8057,2.48,2026-06-11 18:42:35
92.8058,-9.18,2026-06-11 18:42:35
92.806,0.16,2026-06-11 18:42:35
92.8062,-8.73,2026-06-11 18:42:35
92.8063,1.97,2026-06-11 18:42:35
92.8065,-9.89,2026-06-11 18:42:35
92.8066,-4.07,2026-06-11 18:42:35
92.8068,-6.03,2026-06-11 18:42:35
92.8069,0.01,2026-06-11 18:42:35
92.8071,-8.0,2026-06-11 18:42:35
92.8072,4.41,2026-06-11 18:42:35
92.8074,-0.91,2026-06-11 18:42:35
92.8075,-42.14,2026-06-11 18:42:35
92.8077,1.71,2026-06-11 18:42:35
92.8078,-2.64,2026-06-11 18:42:35
92.808,0.54,2026-06-11 18:42:35
92.8081,-7.93,2026-06-11 18:42:35
92.8083,-3.18,2026-06-11 18:42:35
92.8084,2.25,2026-06-11 18:42:35
92.8086,0.71,2026-06-11 18:42:35
92.8087,-1.65,2026-06-11 18:42:35
92.8089,-4.05,2026-06-11 18:42:35
92.8091,-35.95,2026-06-11 18:42:35
92.8092,0.76,2026-06-11 18:42:35
92.8094,-1.8,2026-06-11 18:42:35
92.8095,0.24,2026-06-11 18:42:35
92.8097,-9.24,2026-06-11 18:42:35
92.8098,-7.38,2026-06-11 18:42:35
92.81,-2.2,2026-06-11 18:42:35
92.8101,-4.55,2026-06-11 18:42:35
92.8103,-5.24,2026-06-11 18:42:35
92.8104,-7.86,2026-06-11 18:42:35
92.8106,-1.26,2026-06-11 18:42:35
92.8107,-3.82,2026-06-11 18:42:35
92.8109,-6.28,2026-06-11 18:42:35
92.811,-5.42,2026-06-11 18:42:35
92.8112,-31.87,2026-06-11 18:42:35
92.8113,-3.66,2026-06-11 18:42:35
92.8115,-5.37,2026-06-11 18:42:35
92.8116,-19.57,2026-06-11 18:42:35
92.8118,-14.57,2026-06-11 18:42:35
92.812,4.97,2026-06-11 18:42:35
92.8121,-8.37,2026-06-11 18:42:35
92.8123,-1.37,2026-06-11 18:42:35
92.8124,-5.77,2026-06-11 18:42:35
92.8126,-1.2,2026-06-11 18:42:35
92.8127,5.14,2026-06-11 18:42:35
92.8129,-19.63,2026-06-11 18:42:35
92.813,-2.57,2026-06-11 18:42:35
92.8132,-4.7,2026-06-11 18:42:35
92.8133,-3.21,2026-06-11 18:42:35
92.8135,-8.69,2026-06-11 18:42:35
92.8136,3.18,2026-06-11 18:42:35
92.8138,1.55,2026-06-11 18:42:35
92.8139,-2.89,2026-06-11 18:42:35
92.8141,-4.42,2026-06-11 18:42:35
92.8142,-8.24,2026-06-11 18:42:35
92.8144,-3.66,2026-06-11 18:42:35
92.8145,0.81,2026-06-11 18:42:35
92.8147,1.12,2026-06-11 18:42:35
92.8149,3.68,2026-06-11 18:42:35
92.815,4.01,2026-06-11 18:42:35
92.8152,-5.32,2026-06-11 18:42:35
92.8153,-2.55,2026-06-11 18:42:35
92.8155,3.46,2026-06-11 18:42:35
92.8156,-0.13,2026-06-11 18:42:35
92.8158,-6.06,2026-06-11 18:42:35
92.8159,0.15,2026-06-11 18:42:35
92.8161,4.51,2026-06-11 18:42:35
92.8162,-1.37,2026-06-11 18:42:35
92.8164,3.08,2026-06-11 18:42:35
92.8165,-9.04,2026-06-11 18:42:35
92.8167,-3.97,2026-06-11 18:42:35
92.8168,-2.63,2026-06-11 18:42:35
92.817,0.99,2026-06-11 18:42:35
92.8171,-5.61,2026-06-11 18:42:35
92.8173,1.9,2026-06-11 18:42:35
92.8174,-2.77,2026-06-11 18:42:35
92.8176,-3.12,2026-06-11 18:42:35
92.8178,3.73,2026-06-11 18:42:35
92.8179,-15.42,2026-06-11 18:42:35
92.8181,-1.76,2026-06-11 18:42:35
92.8182,0.52,2026-06-11 18:42:35
92.8184,7.36,2026-06-11 18:42:35
92.8185,-2.77,2026-06-11 18:42:35
92.8187,-0.13,2026-06-11 18:42:35
92.8188,4.85,2026-06-11 18:42:35
92.819,-6.25,2026-06-11 18:42:35
92.8191,2.02,2026-06-11 18:42:35
92.8193,-2.48,2026-06-11 18:42:35
92.8194,1.31,2026-06-11 18:42:35
92.8196,-1.95,2026-06-11 18:42:35
92.8197,-16.74,2026-06-11 18:42:35
92.8199,2.37,2026-06-11 18:42:35
92.82,-4.03,2026-06-11 18:42:35
92.8202,4.61,2026-06-11 18:42:35
92.8203,10.03,2026-06-11 18:42:35
92.8205,4.48,2026-06-11 18:42:35
92.8206,1.51,2026-06-11 18:42:35
92.8208,-2.19,2026-06-11 18:42:35
92.821,4.15,2026-06-11 18:42:35
92.8211,-1.0,2026-06-11 18:42:35
92.8213,5.06,2026-06-11 18:42:35
92.8214,5.74,2026-06-11 18:42:35
92.8216,-1.66,2026-06-11 18:42:35
92.8217,1.73,2026-06-11 18:42:35
92.8219,-12.95,2026-06-11 18:42:35
92.822,2.42,2026-06-11 18:42:35
92.8222,-3.09,2026-06-11 18:42:35
92.8223,6.84,2026-06-11 18:42:35
92.8225,-5.54,2026-06-11 18:42:35
92.8226,-4.53,2026-06-11 18:42:35
92.8228,-10.62,2026-06-11 18:42:35
92.8229,2.25,2026-06-11 18:42:35
92.8231,0.85,2026-06-11 18:42:35
92.8232,4.37,2026-06-11 18:42:35
92.8234,2.49,2026-06-11 18:42:35
92.8235,-1.75,2026-06-11 18:42:35
92.8237,1.15,2026-06-11 18:42:35
92.8239,-6.23,2026-06-11 18:42:35
92.824,-10.52,2026-06-11 18:42:35
92.8242,-21.26,2026-06-11 18:42:35
92.8243,2.83,2026-06-11 18:42:35
92.8245,0.78,2026-06-11 18:42:35
92.8246,-3.58,2026-06-11 18:42:35
92.8248,-1.0,2026-06-11 18:42:35
92.8249,4.3,2026-06-11 18:42:35
92.8251,-10.05,2026-06-11 18:42:35
92.8252,-0.5,2026-06-11 18:42:35
92.8254,1.05,2026-06-11 18:42:35
92.8255,1.45,2026-06-11 18:42:35
92.8257,6.46,2026-06-11 18:42:35
92.8258,-1.15,2026-06-11 18:42:35
92.826,-12.87,2026-06-11 18:42:35
92.8261,0.22,2026-06-11 18:42:35
92.8263,-3.18,2026-06-11 18:42:35
92.8264,-4.51,2026-06-11 18:42:35
92.8266,-8.98,2026-06-11 18:42:35
92.8268,2.73,2026-06-11 18:42:35
92.8269,-0.23,2026-06-11 18:42:35
92.8271,-2.36,2026-06-11 18:42:35
92.8272,0.53,2026-06-11 18:42:35
92.8274,3.41,2026-06-11 18:42:35
92.8275,-2.26,2026-06-11 18:42:35
92.8277,0.74,2026-06-11 18:42:35
92.8278,-1.56,2026-06-11 18:42:35
92.828,-3.55,2026-06-11 18:42:35
92.8281,3.09,2026-06-11 18:42:35
92.8283,6.42,2026-06-11 18:42:35
92.8284,0.92,2026-06-11 18:42:35
92.8286,-6.76,2026-06-11 18:42:35
92.8287,-10.06,2026-06-11 18:42:35
92.8289,-9.34,2026-06-11 18:42:35
92.829,-4.69,2026-06-11 18:42:35
92.8292,-1.09,2026-06-11 18:42:35
92.8293,-0.84,2026-06-11 18:42:35
92.8295,-3.38,2026-06-11 18:42:35
92.8297,-21.44,2026-06-11 18:42:35
92.8298,-2.0,2026-06-11 18:42:35
92.83,-2.56,2026-06-11 18:42:35
92.8301,-5.34,2026-06-11 18:42:35
92.8303,3.23,2026-06-11 18:42:35
92.8304,2.18,2026-06-11 18:42:35
92.8306,-2.39,2026-06-11 18:42:35
92.8307,1.76,2026-06-11 18:42:35
92.8309,1.98,2026-06-11 18:42:35
92.831,-0.01,2026-06-11 18:42:35
92.8312,-0.78,2026-06-11 18:42:35
92.8313,-12.48,2026-06-11 18:42:35
92.8315,6.84,2026-06-11 18:42:35
92.8316,-1.28,2026-06-11 18:42:35
92.8318,4.94,2026-06-11 18:42:35
92.8319,1.57,2026-06-11 18:42:35
92.8321,-5.58,2026-06-11 18:42:35
92.8322,-1.5,2026-06-11 18:42:35
92.8324,-9.18,2026-06-11 18:42:35
92.8326,6.06,2026-06-11 18:42:35
92.8327,5.88,2026-06-11 18:42:35
92.8329,3.85,2026-06-11 18:42:35
92.833,2.76,2026-06-11 18:42:35
92.8332,1.98,2026-06-11 18:42:35
92.8333,2.06,2026-06-11 18:42:35
92.8335,-8.99,2026-06-11 18:42:35
92.8336,-1.1,2026-06-11 18:42:35
92.8338,4.58,2026-06-11 18:42:35
92.8339,-23.04,2026-06-11 18:42:35
92.8341,-7.67,2026-06-11 18:42:35
92.8342,-2.15,2026-06-11 18:42:35
92.8344,4.49,2026-06-11 18:42:35
92.8345,5.87,2026-06-11 18:42:35
92.8347,2.69,2026-06-11 18:42:35
92.8348,5.6,2026-06-11 18:42:35
92.835,2.8,2026-06-11 18:42:35
92.8351,-0.1,2026-06-11 18:42:35
92.8353,2.23,2026-06-11 18:42:35
92.8355,-13.27,2026-06-11 18:42:35
92.8356,-1.46,2026-06-11 18:42:35
92.8358,0.81,2026-06-11 18:42:35
92.8359,1.55,2026-06-11 18:42:35
92.8361,-10.71,2026-06-11 18:42:35
92.8362,-3.49,2026-06-11 18:42:35
92.8364,3.47,2026-06-11 18:42:35
92.8365,-4.67,2026-06-11 18:42:35
92.8367,-2.98,2026-06-11 18:42:35
92.8368,3.34,2026-06-11 18:42:35
92.837,-24.82,2026-06-11 18:42:35
92.8371,2.42,2026-06-11 18:42:35
92.8373,1.55,2026-06-11 18:42:35
92.8374,5.31,2026-06-11 18:42:35
92.8376,-3.38,2026-06-11 18:42:35
92.8377,3.29,2026-06-11 18:42:35
92.8379,5.1,2026-06-11 18:42:35
92.838,3.16,2026-06-11 18:42:35
92.8382,-4.24,2026-06-11 18:42:35
92.8383,-0.46,2026-06-11 18:42:35
92.8385,0.7,2026-06-11 18:42:35
92.8387,0.38,2026-06-11 18:42:35
92.8388,1.85,2026-06-11 18:42:35
92.839,-2.2,2026-06-11 18:42:35
92.8391,-0.38,2026-06-11 18:42:35
92.8393,-3.21,2026-06-11 18:42:35
92.8394,-6.04,2026-06-11 18:42:35
92.8396,3.81,2026-06-11 18:42:35
92.8397,3.74,2026-06-11 18:42:35
92.8399,1.42,2026-06-11 18:42:35
92.84,-0.97,2026-06-11 18:42:35
92.8402,1.63,2026-06-11 18:42:35
92.8403,-20.59,2026-06-11 18:42:35
92.8405,-2.64,2026-06-11 18:42:35
92.8406,-3.53,2026-06-11 18:42:35
92.8408,3.02,2026-06-11 18:42:35
92.8409,1.31,2026-06-11 18:42:35
92.8411,-1.59,2026-06-11 18:42:35
92.8412,-3.15,2026-06-11 18:42:35
92.8414,4.32,2026-06-11 18:42:35
92.8416,3.55,2026-06-11 18:42:35
92.8417,2.17,2026-06-11 18:42:35
92.8419,-3.73,2026-06-11 18:42:35
92.842,5.81,2026-06-11 18:42:35
92.8422,4.47,2026-06-11 18:42:35
92.8423,-2.96,2026-06-11 18:42:35
92.8425,-7.3,2026-06-11 18:42:35
92.8426,-13.93,2026-06-11 18:42:35
92.8428,-4.03,2026-06-11 18:42:35
92.8429,-7.25,2026-06-11 18:42:35
92.8431,1.13,2026-06-11 18:42:35
92.8432,3.94,2026-06-11 18:42:35
92.8434,6.52,2026-06-11 18:42:35
92.8435,3.85,2026-06-11 18:42:35
92.8437,-5.83,2026-06-11 18:42:35
92.8438,-0.41,2026-06-11 18:42:35
92.844,-0.59,2026-06-11 18:42:35
92.8441,-1.19,2026-06-11 18:42:35
92.8443,4.36,2026-06-11 18:42:35
92.8445,-3.31,2026-06-11 18:42:35
92.8446,3.22,2026-06-11 18:42:35
92.8448,0.45,2026-06-11 18:42:35
