Frequency (MHz),Power (dB),Timestamp
92.8,-2.35,2026-06-11 18:34:24
92.8,-17.84,2026-06-11 18:34:24
92.8,-1.14,2026-06-11 18:34:24
92.8,2.39,2026-06-11 18:34:24
92.8,-0.33,2026-06-11 18:34:24
92.8,-9.94,2026-06-11 18:34:24
92.8,2.65,2026-06-11 18:34:24
92.8,0.68,2026-06-11 18:34:24
92.8,-6.78,2026-06-11 18:34:24
92.8,1.18,2026-06-11 18:34:24
92.8,4.44,2026-06-11 18:34:24
92.8,-2.62,2026-06-11 18:34:24
92.8,2.28,2026-06-11 18:34:24
92.8,-7.37,2026-06-11 18:34:24
92.8,2.17,2026-06-11 18:34:24
92.8,0.24,2026-06-11 18:34:24
92.8,2.93,2026-06-11 18:34:24
92.8,4.83,2026-06-11 18:34:24
92.8,-3.68,2026-06-11 18:34:24
92.8,5.95,2026-06-11 18:34:24
92.8,-1.51,2026-06-11 18:34:24
92.8,3.72,2026-06-11 18:34:24
92.8,-11.24,2026-06-11 18:34:24
92.8,-3.39,2026-06-11 18:34:24
92.8,-1.54,2026-06-11 18:34:24
92.8,-1.56,2026-06-11 18:34:24
92.8,-0.09,2026-06-11 18:34:24
92.8,3.22,2026-06-11 18:34:24
92.8,-2.49,2026-06-11 18:34:24
92.8,0.8,2026-06-11 18:34:24
92.8,5.15,2026-06-11 18:34:24
92.8,1.06,2026-06-11 18:34:24
92.8,2.26,2026-06-11 18:34:24
92.8,-5.12,2026-06-11 18:34:24
92.8,-8.65,2026-06-11 18:34:24
92.8,0.35,2026-06-11 18:34:24
92.8,-0.62,2026-06-11 18:34:24
92.8,-0.93,2026-06-11 18:34:24
92.8,2.92,2026-06-11 18:34:24
92.8,-10.8,2026-06-11 18:34:24
92.8,-0.29,2026-06-11 18:34:24
92.8,-0.76,2026-06-11 18:34:24
92.8,1.21,2026-06-11 18:34:24
92.8,-1.72,2026-06-11 18:34:24
92.8,2.25,2026-06-11 18:34:24
92.8,-3.91,2026-06-11 18:34:24
92.8,-12.2,2026-06-11 18:34:24
92.8,2.6,2026-06-11 18:34:24
92.8,-18.04,2026-06-11 18:34:24
92.8,-9.32,2026-06-11 18:34:24
92.8,-2.5,2026-06-11 18:34:24
92.8,1.68,2026-06-11 18:34:24
92.8,-1.39,2026-06-11 18:34:24
92.8,-2.67,2026-06-11 18:34:24
92.8,-1.92,2026-06-11 18:34:24
92.8,0.85,2026-06-11 18:34:24
92.8,-0.38,2026-06-11 18:34:24
92.8,-0.56,2026-06-11 18:34:24
92.8,-5.39,2026-06-11 18:34:24
92.8,0.35,2026-06-11 18:34:24
92.8,3.56,2026-06-11 18:34:24
92.8,2.77,2026-06-11 18:34:24
92.8,-15.78,2026-06-11 18:34:24
92.8,0.03,2026-06-11 18:34:24
92.8,-4.19,2026-06-11 18:34:24
92.8,-5.6,2026-06-11 18:34:24
92.8,3.68,2026-06-11 18:34:24
92.8,-15.55,2026-06-11 18:34:24
92.8,0.7,2026-06-11 18:34:24
92.8,2.98,2026-06-11 18:34:24
92.8,-1.47,2026-06-11 18:34:24
92.8,2.67,2026-06-11 18:34:24
92.8,-3.35,2026-06-11 18:34:24
92.8,3.71,2026-06-11 18:34:24
92.8,-3.55,2026-06-11 18:34:24
92.8,5.01,2026-06-11 18:34:24
92.8,1.36,2026-06-11 18:34:24
92.8,-2.49,2026-06-11 18:34:24
92.8,-0.35,2026-06-11 18:34:24
92.8,2.46,2026-06-11 18:34:24
92.8,3.66,2026-06-11 18:34:24
92.8,-2.2,2026-06-11 18:34:24
92.8,2.58,2026-06-11 18:34:24
92.8,5.46,2026-06-11 18:34:24
92.8,5.94,2026-06-11 18:34:24
92.8,-2.79,2026-06-11 18:34:24
92.8,-0.45,2026-06-11 18:34:24
92.8,-1.68,2026-06-11 18:34:24
92.8,0.91,2026-06-11 18:34:24
92.8,6.94,2026-06-11 18:34:24
92.8,5.27,2026-06-11 18:34:24
92.8,-1.7,2026-06-11 18:34:24
92.8,7.45,2026-06-11 18:34:24
92.8,3.16,2026-06-11 18:34:24
92.8,3.49,2026-06-11 18:34:24
92.8,4.45,2026-06-11 18:34:24
92.8,-6.64,2026-06-11 18:34:24
92.8,-1.22,2026-06-11 18:34:24
92.8,3.98,2026-06-11 18:34:24
92.8,-8.76,2026-06-11 18:34:24
92.8,-2.59,2026-06-11 18:34:24
92.8,-2.85,2026-06-11 18:34:24
92.8,-0.16,2026-06-11 18:34:24
92.8,-1.78,2026-06-11 18:34:24
92.8,3.39,2026-06-11 18:34:24
92.8,-0.9,2026-06-11 18:34:24
92.8,2.46,2026-06-11 18:34:24
92.8,0.51,2026-06-11 18:34:24
92.8,3.82,2026-06-11 18:34:24
92.8,-13.26,2026-06-11 18:34:24
92.8,-6.2,2026-06-11 18:34:24
92.8,5.67,2026-06-11 18:34:24
92.8,-7.14,2026-06-11 18:34:24
92.8,0.3,2026-06-11 18:34:24
92.8,-7.7,2026-06-11 18:34:24
92.8,4.72,2026-06-11 18:34:24
92.8,-15.96,2026-06-11 18:34:24
92.8,-7.83,2026-06-11 18:34:24
92.8,0.76,2026-06-11 18:34:24
92.8,-11.85,2026-06-11 18:34:24
92.8,0.03,2026-06-11 18:34:24
92.8,-12.41,2026-06-11 18:34:24
92.8,2.57,2026-06-11 18:34:24
92.8,0.61,2026-06-11 18:34:24
92.8,-2.97,2026-06-11 18:34:24
92.8,6.47,2026-06-11 18:34:24
92.8,-2.77,2026-06-11 18:34:24
92.8,3.7,2026-06-11 18:34:24
92.8,2.26,2026-06-11 18:34:24
92.8,2.94,2026-06-11 18:34:24
92.8,-1.1,2026-06-11 18:34:24
92.8,-5.32,2026-06-11 18:34:24
92.8,2.53,2026-06-11 18:34:24
92.8,-1.25,2026-06-11 18:34:24
92.8,-7.93,2026-06-11 18:34:24
92.8,6.67,2026-06-11 18:34:24
92.8,-0.65,2026-06-11 18:34:24
92.8,-11.83,2026-06-11 18:34:24
92.8,8.43,2026-06-11 18:34:24
92.8,-2.55,2026-06-11 18:34:24
92.8,-5.33,2026-06-11 18:34:24
92.8,2.72,2026-06-11 18:34:24
92.8,-6.35,2026-06-11 18:34:24
92.8,-0.25,2026-06-11 18:34:24
92.8,-0.08,2026-06-11 18:34:24
92.8,-2.92,2026-06-11 18:34:24
92.8,6.27,2026-06-11 18:34:24
92.8,-11.92,2026-06-11 18:34:24
92.8,-4.93,2026-06-11 18:34:24
92.8,-3.36,2026-06-11 18:34:24
92.8,-2.75,2026-06-11 18:34:24
92.8,4.92,2026-06-11 18:34:24
92.8,-11.59,2026-06-11 18:34:24
92.8,-2.38,2026-06-11 18:34:24
92.8,-1.44,2026-06-11 18:34:24
92.8,0.1,2026-06-11 18:34:24
92.8,-5.37,2026-06-11 18:34:24
92.8,-1.43,2026-06-11 18:34:24
92.8,-1.77,2026-06-11 18:34:24
92.8,-5.51,2026-06-11 18:34:24
92.8,-2.18,2026-06-11 18:34:24
92.8,-4.83,2026-06-11 18:34:24
92.8,3.42,2026-06-11 18:34:24
92.8,4.87,2026-06-11 18:34:24
92.8,3.73,2026-06-11 18:34:24
92.8,2.99,2026-06-11 18:34:24
92.8,3.96,2026-06-11 18:34:24
92.8,-4.12,2026-06-11 18:34:24
92.8,-1.26,2026-06-11 18:34:24
92.8,-11.81,2026-06-11 18:34:24
92.8,2.58,2026-06-11 18:34:24
92.8,1.94,2026-06-11 18:34:24
92.8,-20.26,2026-06-11 18:34:24
92.8,4.07,2026-06-11 18:34:24
92.8,4.31,2026-06-11 18:34:24
92.8,4.51,2026-06-11 18:34:24
92.8,-1.11,2026-06-11 18:34:24
92.8,-4.25,2026-06-11 18:34:24
92.8,1.15,2026-06-11 18:34:24
92.8,-3.52,2026-06-11 18:34:24
92.8,3.12,2026-06-11 18:34:24
92.8,-15.39,2026-06-11 18:34:24
92.8,2.55,2026-06-11 18:34:24
92.8,7.11,2026-06-11 18:34:24
92.8,2.97,2026-06-11 18:34:24
92.8,-3.45,2026-06-11 18:34:24
92.8,-1.18,2026-06-11 18:34:24
92.8,-7.74,2026-06-11 18:34:24
92.8,-1.82,2026-06-11 18:34:24
92.8,5.02,2026-06-11 18:34:24
92.8,1.12,2026-06-11 18:34:24
92.8,2.99,2026-06-11 18:34:24
92.8,1.59,2026-06-11 18:34:24
92.8,3.17,2026-06-11 18:34:24
92.8,-7.16,2026-06-11 18:34:24
92.8,-2.11,2026-06-11 18:34:24
92.8,-7.0,2026-06-11 18:34:24
92.8,1.64,2026-06-11 18:34:24
92.8,3.92,2026-06-11 18:34:24
92.8,-5.25,2026-06-11 18:34:24
92.8,2.15,2026-06-11 18:34:24
92.8,1.3,2026-06-11 18:34:24
92.8,-8.55,2026-06-11 18:34:24
92.8,1.19,2026-06-11 18:34:24
92.8,-2.3,2026-06-11 18:34:24
92.8,-2.21,2026-06-11 18:34:24
92.8,4.02,2026-06-11 18:34:24
92.8,-9.16,2026-06-11 18:34:24
92.8,-9.19,2026-06-11 18:34:24
92.8,2.95,2026-06-11 18:34:24
92.8,-9.44,2026-06-11 18:34:24
92.8,0.03,2026-06-11 18:34:24
92.8,0.58,2026-06-11 18:34:24
92.8,0.16,2026-06-11 18:34:24
92.8,1.07,2026-06-11 18:34:24
92.8,7.15,2026-06-11 18:34:24
92.8,-4.72,2026-06-11 18:34:24
92.8,5.76,2026-06-11 18:34:24
92.8,4.49,2026-06-11 18:34:24
92.8,3.63,2026-06-11 18:34:24
92.8,9.37,2026-06-11 18:34:24
92.8,1.15,2026-06-11 18:34:24
92.8,-15.12,2026-06-11 18:34:24
92.8,3.91,2026-06-11 18:34:24
92.8,2.09,2026-06-11 18:34:24
92.8,2.78,2026-06-11 18:34:24
92.8,-7.68,2026-06-11 18:34:24
92.8,-3.55,2026-06-11 18:34:24
92.8,6.28,2026-06-11 18:34:24
92.8,6.37,2026-06-11 18:34:24
92.8,-0.57,2026-06-11 18:34:24
92.8,2.86,2026-06-11 18:34:24
92.8,-4.92,2026-06-11 18:34:24
92.8,-9.18,2026-06-11 18:34:24
92.8,-0.83,2026-06-11 18:34:24
92.8,1.54,2026-06-11 18:34:24
92.8,1.83,2026-06-11 18:34:24
92.8,-2.98,2026-06-11 18:34:24
92.8,6.21,2026-06-11 18:34:24
92.8,1.23,2026-06-11 18:34:24
92.8,5.68,2026-06-11 18:34:24
92.8,-7.75,2026-06-11 18:34:24
92.8,-10.65,2026-06-11 18:34:24
92.8,-9.71,2026-06-11 18:34:24
92.8,-12.52,2026-06-11 18:34:24
92.8,0.64,2026-06-11 18:34:24
92.8,-7.27,2026-06-11 18:34:24
92.8,-3.46,2026-06-11 18:34:24
92.8,-8.69,2026-06-11 18:34:24
92.8,1.68,2026-06-11 18:34:24
92.8,5.0,2026-06-11 18:34:24
92.8,1.0,2026-06-11 18:34:24
92.8,0.71,2026-06-11 18:34:24
92.8,-0.81,2026-06-11 18:34:24
92.8,-5.56,2026-06-11 18:34:24
92.8,-6.63,2026-06-11 18:34:24
92.8,2.66,2026-06-11 18:34:24
92.8,-3.85,2026-06-11 18:34:24
92.8,-8.0,2026-06-11 18:34:24
92.8,1.25,2026-06-11 18:34:24
92.8,3.61,2026-06-11 18:34:24
92.8,5.66,2026-06-11 18:34:24
92.8,-12.44,2026-06-11 18:34:24
92.8,-5.45,2026-06-11 18:34:24
92.8,-2.17,2026-06-11 18:34:24
92.8,-4.09,2026-06-11 18:34:24
92.8,-11.22,2026-06-11 18:34:24
92.8,-10.24,2026-06-11 18:34:24
92.8,2.59,2026-06-11 18:34:24
92.8,0.43,2026-06-11 18:34:24
92.8,1.94,2026-06-11 18:34:24
92.8,-3.8,2026-06-11 18:34:24
92.8,0.81,2026-06-11 18:34:24
92.8,0.73,2026-06-11 18:34:24
92.8,-11.51,2026-06-11 18:34:24
92.8,3.97,2026-06-11 18:34:24
92.8,-5.5,2026-06-11 18:34:24
92.8,0.39,2026-06-11 18:34:24
92.8,5.17,2026-06-11 18:34:24
92.8,-6.34,2026-06-11 18:34:24
92.8,4.53,2026-06-11 18:34:24
92.8,5.21,2026-06-11 18:34:24
92.8,0.83,2026-06-11 18:34:24
92.8,0.85,2026-06-11 18:34:24
92.8,-1.39,2026-06-11 18:34:24
92.8,-5.15,2026-06-11 18:34:24
92.8,4.94,2026-06-11 18:34:24
92.8,-13.13,2026-06-11 18:34:24
92.8,0.3,2026-06-11 18:34:24
92.8,-1.3,2026-06-11 18:34:24
92.8,2.11,2026-06-11 18:34:24
92.8,-1.17,2026-06-11 18:34:24
92.8,-4.14,2026-06-11 18:34:24
92.8,-5.88,2026-06-11 18:34:24
92.8,4.8,2026-06-11 18:34:24
92.8,-6.18,2026-06-11 18:34:24
92.8,8.16,2026-06-11 18:34:24
92.8,4.67,2026-06-11 18:34:24
92.8,-7.23,2026-06-11 18:34:24
92.8,-13.2,2026-06-11 18:34:24
92.8,2.27,2026-06-11 18:34:24
92.8,-19.62,2026-06-11 18:34:24
92.8,-1.42,2026-06-11 18:34:24
92.8,-6.59,2026-06-11 18:34:24
92.8,-5.56,2026-06-11 18:34:24
92.8,4.79,2026-06-11 18:34:24
92.8,4.2,2026-06-11 18:34:24
92.8,-9.81,2026-06-11 18:34:24
92.8,0.4,2026-06-11 18:34:24
92.8,0.86,2026-06-11 18:34:24
92.8,5.48,2026-06-11 18:34:24
92.8,-7.32,2026-06-11 18:34:24
92.8,-9.04,2026-06-11 18:34:24
92.8,-8.57,2026-06-11 18:34:24
92.8,2.55,2026-06-11 18:34:24
92.8,-1.44,2026-06-11 18:34:24
92.8,-6.75,2026-06-11 18:34:24
92.8,2.45,2026-06-11 18:34:24
92.8,-2.66,2026-06-11 18:34:24
92.8,-2.0,2026-06-11 18:34:24
92.8,-2.76,2026-06-11 18:34:24
92.8,2.76,2026-06-11 18:34:24
92.8,3.38,2026-06-11 18:34:24
92.8,-5.24,2026-06-11 18:34:24
92.8,2.02,2026-06-11 18:34:24
92.8,1.13,2026-06-11 18:34:24
92.8,5.26,2026-06-11 18:34:24
92.8,-12.33,2026-06-11 18:34:24
92.8,-1.04,2026-06-11 18:34:24
92.8,-4.57,2026-06-11 18:34:24
92.8,1.63,2026-06-11 18:34:24
92.8,-1.7,2026-06-11 18:34:24
92.8,-1.31,2026-06-11 18:34:24
92.8,4.31,2026-06-11 18:34:24
92.8,-2.11,2026-06-11 18:34:24
92.8,3.6,2026-06-11 18:34:24
92.8,1.14,2026-06-11 18:34:24
92.8,-4.37,2026-06-11 18:34:24
92.8,1.5,2026-06-11 18:34:24
92.8,-3.35,2026-06-11 18:34:24
92.8,0.26,2026-06-11 18:34:24
92.8,8.89,2026-06-11 18:34:24
92.8,-0.2,2026-06-11 18:34:24
92.8,-5.77,2026-06-11 18:34:24
92.8,-12.03,2026-06-11 18:34:24
92.8,-7.81,2026-06-11 18:34:24
92.8,-9.94,2026-06-11 18:34:24
92.8,-3.1,2026-06-11 18:34:24
92.8,-2.47,2026-06-11 18:34:24
92.8,-7.39,2026-06-11 18:34:24
92.8,3.75,2026-06-11 18:34:24
92.8,0.82,2026-06-11 18:34:24
92.8,0.85,2026-06-11 18:34:24
92.8,1.21,2026-06-11 18:34:24
92.8,3.31,2026-06-11 18:34:24
92.8,-1.94,2026-06-11 18:34:24
92.8,0.57,2026-06-11 18:34:24
92.8,-14.01,2026-06-11 18:34:24
92.8,0.6,2026-06-11 18:34:24
92.8,6.03,2026-06-11 18:34:24
92.8,-1.6,2026-06-11 18:34:24
92.8,2.56,2026-06-11 18:34:24
92.8,1.33,2026-06-11 18:34:24
92.8,2.41,2026-06-11 18:34:24
92.8,-2.19,2026-06-11 18:34:24
92.8,1.64,2026-06-11 18:34:24
92.8,-3.22,2026-06-11 18:34:24
92.8,4.54,2026-06-11 18:34:24
92.8,4.95,2026-06-11 18:34:24
92.8,3.52,2026-06-11 18:34:24
92.8,-4.61,2026-06-11 18:34:24
92.8,2.94,2026-06-11 18:34:24
92.8,0.25,2026-06-11 18:34:24
92.8,-2.13,2026-06-11 18:34:24
92.8,4.08,2026-06-11 18:34:24
92.8,7.14,2026-06-11 18:34:24
92.8,-4.07,2026-06-11 18:34:24
92.8,-10.26,2026-06-11 18:34:24
92.8,-5.5,2026-06-11 18:34:24
92.8,5.73,2026-06-11 18:34:24
92.8,-2.57,2026-06-11 18:34:24
92.8,0.06,2026-06-11 18:34:24
92.8,-4.45,2026-06-11 18:34:24
92.8,0.31,2026-06-11 18:34:24
92.8,-8.51,2026-06-11 18:34:24
92.8,-6.66,2026-06-11 18:34:24
92.8,-9.76,2026-06-11 18:34:24
92.8,0.18,2026-06-11 18:34:24
92.8,-4.91,2026-06-11 18:34:24
92.8,-0.12,2026-06-11 18:34:24
92.8,-4.81,2026-06-11 18:34:24
92.8,4.48,2026-06-11 18:34:24
92.8,5.12,2026-06-11 18:34:24
92.8,8.13,2026-06-11 18:34:24
92.8,-1.87,2026-06-11 18:34:24
92.8,3.42,2026-06-11 18:34:24
92.8,2.91,2026-06-11 18:34:24
92.8,3.06,2026-06-11 18:34:24
92.8,5.53,2026-06-11 18:34:24
92.8,2.27,2026-06-11 18:34:24
92.8,-6.0,2026-06-11 18:34:24
92.8,-0.4,2026-06-11 18:34:24
92.8,-2.95,2026-06-11 18:34:24
92.8,0.4,2026-06-11 18:34:24
92.8,2.17,2026-06-11 18:34:24
92.8,1.97,2026-06-11 18:34:24
92.8,-0.18,2026-06-11 18:34:24
92.8,2.74,2026-06-11 18:34:24
92.8,-7.21,2026-06-11 18:34:24
92.8,1.12,2026-06-11 18:34:24
92.8,0.62,2026-06-11 18:34:24
92.8,1.05,2026-06-11 18:34:24
92.8,-0.63,2026-06-11 18:34:24
92.8,5.37,2026-06-11 18:34:24
92.8,-0.28,2026-06-11 18:34:24
92.8,-0.76,2026-06-11 18:34:24
92.8,3.74,2026-06-11 18:34:24
92.8,-9.12,2026-06-11 18:34:24
92.8,1.69,2026-06-11 18:34:24
92.8,-3.27,2026-06-11 18:34:24
92.8,-3.86,2026-06-11 18:34:24
92.8,-10.44,2026-06-11 18:34:24
92.8,5.02,2026-06-11 18:34:24
92.8,-7.7,2026-06-11 18:34:24
92.8,-7.6,2026-06-11 18:34:24
92.8,8.09,2026-06-11 18:34:24
92.8,2.08,2026-06-11 18:34:24
92.8,3.03,2026-06-11 18:34:24
92.8,-5.3,2026-06-11 18:34:24
92.8,1.77,2026-06-11 18:34:24
92.8,1.88,2026-06-11 18:34:24
92.8,1.32,2026-06-11 18:34:24
92.8,-3.18,2026-06-11 18:34:24
92.8,0.64,2026-06-11 18:34:24
92.8,-0.01,2026-06-11 18:34:24
92.8,-9.55,2026-06-11 18:34:24
92.8,-4.13,2026-06-11 18:34:24
92.8,-3.12,2026-06-11 18:34:24
92.8,-1.72,2026-06-11 18:34:24
92.8,1.06,2026-06-11 18:34:24
92.8,2.43,2026-06-11 18:34:24
92.8,-12.61,2026-06-11 18:34:24
92.8,-5.69,2026-06-11 18:34:24
92.8,-7.23,2026-06-11 18:34:24
92.8,-6.97,2026-06-11 18:34:24
92.8,-0.0,2026-06-11 18:34:24
92.8,8.27,2026-06-11 18:34:24
92.8,4.22,2026-06-11 18:34:24
92.8,4.98,2026-06-11 18:34:24
92.8,0.27,2026-06-11 18:34:24
92.8,-1.44,2026-06-11 18:34:24
92.8,-1.52,2026-06-11 18:34:24
92.8,-3.18,2026-06-11 18:34:24
92.8,1.47,2026-06-11 18:34:24
92.8,-1.01,2026-06-11 18:34:24
92.8,1.9,2026-06-11 18:34:24
92.8,-1.11,2026-06-11 18:34:24
92.8,0.25,2026-06-11 18:34:24
92.8,7.05,2026-06-11 18:34:24
92.8,-12.14,2026-06-11 18:34:24
92.8,4.55,2026-06-11 18:34:24
92.8,3.25,2026-06-11 18:34:24
92.8,-2.77,2026-06-11 18:34:24
92.8,2.88,2026-06-11 18:34:24
92.8,2.69,2026-06-11 18:34:24
92.8,1.55,2026-06-11 18:34:24
92.8,-6.27,2026-06-11 18:34:24
92.8,1.25,2026-06-11 18:34:24
92.8,4.05,2026-06-11 18:34:24
92.8,-9.3,2026-06-11 18:34:24
92.8,-6.27,2026-06-11 18:34:24
92.8,3.26,2026-06-11 18:34:24
92.8,-6.5,2026-06-11 18:34:24
92.8,-2.08,2026-06-11 18:34:24
92.8,-8.22,2026-06-11 18:34:24
92.8,-2.65,2026-06-11 18:34:24
92.8,6.48,2026-06-11 18:34:24
92.8,-7.22,2026-06-11 18:34:24
92.8,-8.54,2026-06-11 18:34:24
92.8,2.82,2026-06-11 18:34:24
92.8,-10.26,2026-06-11 18:34:24
92.8,1.66,2026-06-11 18:34:24
92.8,-7.31,2026-06-11 18:34:24
92.8,-2.81,2026-06-11 18:34:24
92.8,0.84,2026-06-11 18:34:24
92.8,-5.15,2026-06-11 18:34:24
92.8,1.16,2026-06-11 18:34:24
92.8,-4.45,2026-06-11 18:34:24
92.8,-0.4,2026-06-11 18:34:24
92.8,-1.75,2026-06-11 18:34:24
92.8,0.75,2026-06-11 18:34:24
92.8,-3.7,2026-06-11 18:34:24
92.8,-3.34,2026-06-11 18:34:24
92.8,-3.75,2026-06-11 18:34:24
92.8,7.6,2026-06-11 18:34:24
92.8,1.47,2026-06-11 18:34:24
92.8,6.44,2026-06-11 18:34:24
92.8,-7.68,2026-06-11 18:34:24
92.8,4.82,2026-06-11 18:34:24
92.8,-0.13,2026-06-11 18:34:24
92.8,5.6,2026-06-11 18:34:24
92.8,2.11,2026-06-11 18:34:24
92.8,-1.79,2026-06-11 18:34:24
92.8,3.94,2026-06-11 18:34:24
92.8,2.83,2026-06-11 18:34:24
92.8,-6.34,2026-06-11 18:34:24
92.8,-9.26,2026-06-11 18:34:24
92.8,2.34,2026-06-11 18:34:24
92.8,-8.44,2026-06-11 18:34:24
92.8,8.37,2026-06-11 18:34:24
92.8,3.63,2026-06-11 18:34:24
92.8,7.48,2026-06-11 18:34:24
92.8,6.29,2026-06-11 18:34:24
92.8,2.71,2026-06-11 18:34:24
92.8,5.81,2026-06-11 18:34:24
92.8,-3.85,2026-06-11 18:34:24
92.8,-6.4,2026-06-11 18:34:24
92.8,-1.83,2026-06-11 18:34:24
92.8,-3.39,2026-06-11 18:34:24
92.8,2.6,2026-06-11 18:34:24
92.8,1.5,2026-06-11 18:34:24
92.8,0.92,2026-06-11 18:34:24
