Frequency (MHz),Power (dB),Timestamp
92.8266,1.56,2026-06-11 18:45:06
92.8268,-6.0,2026-06-11 18:45:06
92.8269,-8.99,2026-06-11 18:45:06
92.8271,3.54,2026-06-11 18:45:06
92.8272,-0.87,2026-06-11 18:45:06
92.8274,2.63,2026-06-11 18:45:06
92.8275,1.2,2026-06-11 18:45:06
92.8277,-0.49,2026-06-11 18:45:06
92.8278,0.28,2026-06-11 18:45:06
92.828,-2.35,2026-06-11 18:45:06
92.8281,1.59,2026-06-11 18:45:06
92.8283,-2.75,2026-06-11 18:45:06
92.8284,-5.6,2026-06-11 18:45:06
92.8286,-1.39,2026-06-11 18:45:06
92.8287,5.67,2026-06-11 18:45:06
92.8289,-5.98,2026-06-11 18:45:06
92.829,-4.7,2026-06-11 18:45:06
92.8292,-4.76,2026-06-11 18:45:06
92.8293,1.6,2026-06-11 18:45:06
92.8295,4.32,2026-06-11 18:45:06
92.8297,-4.35,2026-06-11 18:45:06
92.8298,-22.15,2026-06-11 18:45:06
92.83,3.71,2026-06-11 18:45:06
92.8301,1.29,2026-06-11 18:45:06
92.8303,0.84,2026-06-11 18:45:06
92.8304,1.52,2026-06-11 18:45:06
92.8306,-13.08,2026-06-11 18:45:06
92.8307,-6.9,2026-06-11 18:45:06
92.8309,-2.85,2026-06-11 18:45:06
92.831,-1.53,2026-06-11 18:45:06
92.8312,-5.36,2026-06-11 18:45:06
92.8313,-3.35,2026-06-11 18:45:06
92.8315,-1.14,2026-06-11 18:45:06
92.8316,-6.9,2026-06-11 18:45:06
92.8318,-0.48,2026-06-11 18:45:06
92.8319,-0.52,2026-06-11 18:45:06
92.8321,-12.94,2026-06-11 18:45:06
92.8322,-0.15,2026-06-11 18:45:06
92.8324,-2.9,2026-06-11 18:45:06
92.8326,-7.55,2026-06-11 18:45:06
92.8327,1.94,2026-06-11 18:45:06
92.8329,-2.89,2026-06-11 18:45:06
92.833,2.43,2026-06-11 18:45:06
92.8332,0.4,2026-06-11 18:45:06
92.8333,-5.7,2026-06-11 18:45:06
92.8335,1.88,2026-06-11 18:45:06
92.8336,0.94,2026-06-11 18:45:06
92.8338,3.49,2026-06-11 18:45:06
92.8339,-5.73,2026-06-11 18:45:06
92.8341,-1.56,2026-06-11 18:45:06
92.8342,2.61,2026-06-11 18:45:06
92.8344,0.12,2026-06-11 18:45:06
92.8345,0.59,2026-06-11 18:45:06
92.8347,3.06,2026-06-11 18:45:06
92.8348,2.02,2026-06-11 18:45:06
92.835,3.17,2026-06-11 18:45:06
92.8351,-5.56,2026-06-11 18:45:06
92.8353,-1.89,2026-06-11 18:45:06
92.8355,-3.61,2026-06-11 18:45:06
92.8356,2.8,2026-06-11 18:45:06
92.8358,-21.64,2026-06-11 18:45:06
92.8359,2.43,2026-06-11 18:45:06
92.8361,1.43,2026-06-11 18:45:06
92.8362,0.42,2026-06-11 18:45:06
92.8364,-2.11,2026-06-11 18:45:06
92.8365,0.24,2026-06-11 18:45:06
92.8367,-7.04,2026-06-11 18:45:06
92.8368,-9.37,2026-06-11 18:45:06
92.837,-3.3,2026-06-11 18:45:06
92.8371,-9.27,2026-06-11 18:45:06
92.8373,0.25,2026-06-11 18:45:06
92.8374,-3.31,2026-06-11 18:45:06
92.8376,-2.94,2026-06-11 18:45:06
92.8377,0.02,2026-06-11 18:45:06
92.8379,-23.04,2026-06-11 18:45:06
92.838,-7.7,2026-06-11 18:45:06
92.8382,-1.52,2026-06-11 18:45:06
92.8383,-7.04,2026-06-11 18:45:06
92.8385,1.26,2026-06-11 18:45:06
92.8387,0.28,2026-06-11 18:45:06
92.8388,-1.18,2026-06-11 18:45:06
92.839,-12.46,2026-06-11 18:45:06
92.8391,-5.59,2026-06-11 18:45:06
92.8393,-1.9,2026-06-11 18:45:06
92.8394,1.74,2026-06-11 18:45:06
92.8396,3.93,2026-06-11 18:45:06
92.8397,-7.17,2026-06-11 18:45:06
92.8399,-5.86,2026-06-11 18:45:06
92.84,-0.29,2026-06-11 18:45:06
92.8402,-3.56,2026-06-11 18:45:06
92.8403,2.39,2026-06-11 18:45:06
92.8405,0.42,2026-06-11 18:45:06
92.8406,-0.61,2026-06-11 18:45:06
92.8408,0.2,2026-06-11 18:45:06
92.8409,-3.22,2026-06-11 18:45:06
92.8411,0.03,2026-06-11 18:45:06
92.8412,-4.44,2026-06-11 18:45:06
92.8414,-1.16,2026-06-11 18:45:06
92.8416,-0.45,2026-06-11 18:45:06
92.8417,-5.86,2026-06-11 18:45:06
92.8419,3.0,2026-06-11 18:45:06
92.842,-14.66,2026-06-11 18:45:06
92.8422,-10.34,2026-06-11 18:45:06
92.8423,-4.97,2026-06-11 18:45:06
92.8425,-9.0,2026-06-11 18:45:06
92.8426,-3.48,2026-06-11 18:45:06
92.8428,-8.01,2026-06-11 18:45:06
92.8429,0.2,2026-06-11 18:45:06
92.8431,2.42,2026-06-11 18:45:06
92.8432,-2.6,2026-06-11 18:45:06
92.8434,-16.7,2026-06-11 18:45:06
92.8435,-3.03,2026-06-11 18:45:06
92.8437,1.6,2026-06-11 18:45:06
92.8438,-1.47,2026-06-11 18:45:06
