Frequency (MHz),Power (dB),Timestamp
92.8,-13.48,2026-06-11 18:31:45
92.8,0.71,2026-06-11 18:31:45
92.8,-0.85,2026-06-11 18:31:45
92.8,3.19,2026-06-11 18:31:45
92.8,-4.45,2026-06-11 18:31:45
92.8,2.13,2026-06-11 18:31:45
92.8,-2.82,2026-06-11 18:31:45
92.8,-9.61,2026-06-11 18:31:45
92.8,-1.15,2026-06-11 18:31:45
92.8,3.75,2026-06-11 18:31:45
92.8,-5.62,2026-06-11 18:31:45
92.8,1.77,2026-06-11 18:31:45
92.8,2.13,2026-06-11 18:31:45
92.8,-3.61,2026-06-11 18:31:45
92.8,2.49,2026-06-11 18:31:45
92.8,-0.82,2026-06-11 18:31:45
92.8,-17.95,2026-06-11 18:31:45
92.8,-9.17,2026-06-11 18:31:45
92.8,4.79,2026-06-11 18:31:45
92.8,-2.06,2026-06-11 18:31:45
92.8,-6.21,2026-06-11 18:31:45
92.8,0.24,2026-06-11 18:31:45
92.8,1.7,2026-06-11 18:31:45
92.8,2.9,2026-06-11 18:31:45
92.8,2.99,2026-06-11 18:31:45
92.8,-6.63,2026-06-11 18:31:45
92.8,-10.56,2026-06-11 18:31:45
92.8,-8.69,2026-06-11 18:31:45
92.8,1.17,2026-06-11 18:31:45
92.8,-3.34,2026-06-11 18:31:45
92.8,-5.61,2026-06-11 18:31:45
92.8,-2.54,2026-06-11 18:31:45
92.8,6.66,2026-06-11 18:31:45
92.8,1.96,2026-06-11 18:31:45
92.8,5.33,2026-06-11 18:31:45
92.8,3.61,2026-06-11 18:31:45
92.8,-2.11,2026-06-11 18:31:45
92.8,0.37,2026-06-11 18:31:45
92.8,-0.18,2026-06-11 18:31:45
92.8,1.88,2026-06-11 18:31:45
92.8,0.86,2026-06-11 18:31:45
92.8,-6.02,2026-06-11 18:31:45
92.8,1.1,2026-06-11 18:31:45
92.8,0.36,2026-06-11 18:31:45
92.8,3.52,2026-06-11 18:31:45
92.8,-27.42,2026-06-11 18:31:45
92.8,-0.68,2026-06-11 18:31:45
92.8,4.78,2026-06-11 18:31:45
92.8,1.84,2026-06-11 18:31:45
92.8,2.43,2026-06-11 18:31:45
92.8,2.31,2026-06-11 18:31:45
92.8,2.93,2026-06-11 18:31:45
92.8,-0.46,2026-06-11 18:31:45
92.8,-2.96,2026-06-11 18:31:45
92.8,-6.61,2026-06-11 18:31:45
92.8,-8.63,2026-06-11 18:31:45
92.8,1.76,2026-06-11 18:31:45
92.8,-3.47,2026-06-11 18:31:45
92.8,-8.91,2026-06-11 18:31:45
92.8,6.84,2026-06-11 18:31:45
92.8,3.78,2026-06-11 18:31:45
92.8,-7.87,2026-06-11 18:31:45
92.8,-5.83,2026-06-11 18:31:45
92.8,1.71,2026-06-11 18:31:45
92.8,-0.18,2026-06-11 18:31:45
92.8,0.1,2026-06-11 18:31:45
92.8,2.13,2026-06-11 18:31:45
92.8,-3.87,2026-06-11 18:31:45
92.8,1.47,2026-06-11 18:31:45
92.8,-1.14,2026-06-11 18:31:45
92.8,2.83,2026-06-11 18:31:45
92.8,7.07,2026-06-11 18:31:45
92.8,5.64,2026-06-11 18:31:45
92.8,0.98,2026-06-11 18:31:45
92.8,-8.63,2026-06-11 18:31:45
92.8,2.34,2026-06-11 18:31:45
92.8,-25.97,2026-06-11 18:31:45
92.8,-8.01,2026-06-11 18:31:45
92.8,1.52,2026-06-11 18:31:45
92.8,2.55,2026-06-11 18:31:45
92.8,1.48,2026-06-11 18:31:45
92.8,8.25,2026-06-11 18:31:45
92.8,1.22,2026-06-11 18:31:45
92.8,-1.46,2026-06-11 18:31:45
92.8,2.3,2026-06-11 18:31:45
92.8,-6.15,2026-06-11 18:31:45
92.8,3.38,2026-06-11 18:31:45
92.8,0.81,2026-06-11 18:31:45
92.8,2.95,2026-06-11 18:31:45
92.8,0.99,2026-06-11 18:31:45
92.8,2.62,2026-06-11 18:31:45
92.8,1.93,2026-06-11 18:31:45
92.8,-0.47,2026-06-11 18:31:45
92.8,6.21,2026-06-11 18:31:45
92.8,5.95,2026-06-11 18:31:45
92.8,2.26,2026-06-11 18:31:45
92.8,-5.18,2026-06-11 18:31:45
92.8,4.26,2026-06-11 18:31:45
92.8,4.46,2026-06-11 18:31:45
92.8,1.29,2026-06-11 18:31:45
92.8,-5.65,2026-06-11 18:31:45
92.8,2.19,2026-06-11 18:31:45
92.8,-1.63,2026-06-11 18:31:45
92.8,-0.97,2026-06-11 18:31:45
92.8,-7.59,2026-06-11 18:31:45
92.8,4.58,2026-06-11 18:31:45
92.8,-5.52,2026-06-11 18:31:45
92.8,0.41,2026-06-11 18:31:45
92.8,0.22,2026-06-11 18:31:45
92.8,2.59,2026-06-11 18:31:45
92.8,4.06,2026-06-11 18:31:45
92.8,4.55,2026-06-11 18:31:45
92.8,0.47,2026-06-11 18:31:45
92.8,2.76,2026-06-11 18:31:45
92.8,-1.77,2026-06-11 18:31:45
92.8,-3.4,2026-06-11 18:31:45
92.8,3.67,2026-06-11 18:31:45
92.8,-4.54,2026-06-11 18:31:45
92.8,-4.21,2026-06-11 18:31:45
92.8,-4.68,2026-06-11 18:31:45
92.8,2.22,2026-06-11 18:31:45
92.8,-0.37,2026-06-11 18:31:45
92.8,-2.58,2026-06-11 18:31:45
92.8,-16.49,2026-06-11 18:31:45
92.8,-0.77,2026-06-11 18:31:45
92.8,-1.73,2026-06-11 18:31:45
92.8,-2.44,2026-06-11 18:31:45
92.8,-12.46,2026-06-11 18:31:45
92.8,3.36,2026-06-11 18:31:45
92.8,-14.89,2026-06-11 18:31:45
92.8,3.88,2026-06-11 18:31:45
92.8,1.74,2026-06-11 18:31:45
92.8,-0.46,2026-06-11 18:31:45
92.8,-0.59,2026-06-11 18:31:45
92.8,2.32,2026-06-11 18:31:45
92.8,-8.47,2026-06-11 18:31:45
92.8,0.9,2026-06-11 18:31:45
92.8,0.97,2026-06-11 18:31:45
92.8,-1.73,2026-06-11 18:31:45
92.8,2.18,2026-06-11 18:31:45
92.8,-5.03,2026-06-11 18:31:45
92.8,-4.79,2026-06-11 18:31:45
92.8,-10.53,2026-06-11 18:31:45
92.8,-0.06,2026-06-11 18:31:45
92.8,-1.76,2026-06-11 18:31:45
92.8,-3.99,2026-06-11 18:31:45
92.8,4.9,2026-06-11 18:31:45
92.8,2.7,2026-06-11 18:31:45
92.8,8.8,2026-06-11 18:31:45
92.8,2.08,2026-06-11 18:31:45
92.8,2.14,2026-06-11 18:31:45
92.8,5.82,2026-06-11 18:31:45
92.8,2.64,2026-06-11 18:31:45
92.8,-1.69,2026-06-11 18:31:45
92.8,-1.47,2026-06-11 18:31:45
92.8,-2.11,2026-06-11 18:31:45
92.8,-3.43,2026-06-11 18:31:45
92.8,2.43,2026-06-11 18:31:45
92.8,5.72,2026-06-11 18:31:45
92.8,-17.49,2026-06-11 18:31:45
92.8,-1.57,2026-06-11 18:31:45
92.8,-0.94,2026-06-11 18:31:45
92.8,-4.75,2026-06-11 18:31:45
92.8,-14.96,2026-06-11 18:31:45
92.8,-3.19,2026-06-11 18:31:45
92.8,1.6,2026-06-11 18:31:45
92.8,2.35,2026-06-11 18:31:45
92.8,-9.24,2026-06-11 18:31:45
92.8,2.47,2026-06-11 18:31:45
92.8,-4.56,2026-06-11 18:31:45
92.8,4.47,2026-06-11 18:31:45
92.8,3.94,2026-06-11 18:31:45
92.8,4.9,2026-06-11 18:31:45
92.8,-4.73,2026-06-11 18:31:45
92.8,-6.43,2026-06-11 18:31:45
92.8,2.12,2026-06-11 18:31:45
92.8,-5.55,2026-06-11 18:31:45
92.8,-4.92,2026-06-11 18:31:45
92.8,4.42,2026-06-11 18:31:45
92.8,1.31,2026-06-11 18:31:45
92.8,0.64,2026-06-11 18:31:45
92.8,1.8,2026-06-11 18:31:45
92.8,3.23,2026-06-11 18:31:45
92.8,-3.2,2026-06-11 18:31:45
92.8,-8.96,2026-06-11 18:31:45
92.8,-10.54,2026-06-11 18:31:45
92.8,-6.48,2026-06-11 18:31:45
92.8,-1.41,2026-06-11 18:31:45
92.8,3.45,2026-06-11 18:31:45
92.8,-7.87,2026-06-11 18:31:45
92.8,0.45,2026-06-11 18:31:45
92.8,-4.03,2026-06-11 18:31:45
92.8,-4.93,2026-06-11 18:31:45
92.8,-11.56,2026-06-11 18:31:45
92.8,7.2,2026-06-11 18:31:45
92.8,-1.42,2026-06-11 18:31:45
92.8,0.95,2026-06-11 18:31:45
92.8,-2.06,2026-06-11 18:31:45
92.8,-1.37,2026-06-11 18:31:45
92.8,0.55,2026-06-11 18:31:45
92.8,-5.89,2026-06-11 18:31:45
92.8,-2.27,2026-06-11 18:31:45
92.8,-0.29,2026-06-11 18:31:45
92.8,8.47,2026-06-11 18:31:45
92.8,2.12,2026-06-11 18:31:45
92.8,-5.38,2026-06-11 18:31:45
92.8,-9.77,2026-06-11 18:31:45
92.8,-13.74,2026-06-11 18:31:45
92.8,4.35,2026-06-11 18:31:45
92.8,-0.92,2026-06-11 18:31:45
92.8,-3.21,2026-06-11 18:31:45
92.8,5.69,2026-06-11 18:31:45
92.8,-1.84,2026-06-11 18:31:45
92.8,-5.61,2026-06-11 18:31:45
92.8,2.94,2026-06-11 18:31:45
92.8,3.47,2026-06-11 18:31:45
92.8,-19.89,2026-06-11 18:31:45
92.8,-0.18,2026-06-11 18:31:45
92.8,4.86,2026-06-11 18:31:45
92.8,3.82,2026-06-11 18:31:45
92.8,-1.48,2026-06-11 18:31:45
92.8,-2.01,2026-06-11 18:31:45
92.8,-0.59,2026-06-11 18:31:45
92.8,0.24,2026-06-11 18:31:45
92.8,-3.24,2026-06-11 18:31:45
92.8,2.13,2026-06-11 18:31:45
92.8,5.35,2026-06-11 18:31:45
92.8,5.01,2026-06-11 18:31:45
92.8,-8.93,2026-06-11 18:31:45
92.8,2.6,2026-06-11 18:31:45
92.8,-4.99,2026-06-11 18:31:45
92.8,1.05,2026-06-11 18:31:45
92.8,-1.92,2026-06-11 18:31:45
92.8,-8.71,2026-06-11 18:31:45
92.8,3.23,2026-06-11 18:31:45
92.8,4.83,2026-06-11 18:31:45
92.8,2.29,2026-06-11 18:31:45
92.8,-10.37,2026-06-11 18:31:45
92.8,0.17,2026-06-11 18:31:45
92.8,-8.85,2026-06-11 18:31:45
92.8,6.93,2026-06-11 18:31:45
92.8,4.61,2026-06-11 18:31:45
92.8,7.57,2026-06-11 18:31:45
92.8,-1.04,2026-06-11 18:31:45
92.8,2.53,2026-06-11 18:31:45
92.8,-1.55,2026-06-11 18:31:45
92.8,4.3,2026-06-11 18:31:45
92.8,-4.4,2026-06-11 18:31:45
92.8,1.06,2026-06-11 18:31:45
92.8,-6.8,2026-06-11 18:31:45
92.8,-3.54,2026-06-11 18:31:45
92.8,-20.27,2026-06-11 18:31:45
92.8,8.78,2026-06-11 18:31:45
92.8,1.69,2026-06-11 18:31:45
92.8,1.37,2026-06-11 18:31:45
92.8,-1.09,2026-06-11 18:31:45
92.8,2.04,2026-06-11 18:31:45
92.8,1.47,2026-06-11 18:31:45
92.8,1.54,2026-06-11 18:31:45
92.8,4.9,2026-06-11 18:31:45
92.8,0.82,2026-06-11 18:31:45
92.8,0.59,2026-06-11 18:31:45
92.8,-2.39,2026-06-11 18:31:45
92.8,6.05,2026-06-11 18:31:45
92.8,-28.7,2026-06-11 18:31:45
92.8,7.1,2026-06-11 18:31:45
92.8,10.91,2026-06-11 18:31:45
92.8,9.25,2026-06-11 18:31:45
92.8,2.08,2026-06-11 18:31:45
92.8,-4.88,2026-06-11 18:31:45
92.8,7.52,2026-06-11 18:31:45
92.8,-5.86,2026-06-11 18:31:45
92.8,-0.05,2026-06-11 18:31:45
92.8,-5.81,2026-06-11 18:31:45
92.8,6.22,2026-06-11 18:31:45
92.8,-2.36,2026-06-11 18:31:45
92.8,-1.28,2026-06-11 18:31:45
92.8,-5.92,2026-06-11 18:31:45
92.8,1.6,2026-06-11 18:31:45
92.8,6.97,2026-06-11 18:31:45
92.8,4.55,2026-06-11 18:31:45
92.8,-0.08,2026-06-11 18:31:45
92.8,0.35,2026-06-11 18:31:45
92.8,6.01,2026-06-11 18:31:45
92.8,1.23,2026-06-11 18:31:45
92.8,-22.04,2026-06-11 18:31:45
92.8,-2.21,2026-06-11 18:31:45
92.8,-2.07,2026-06-11 18:31:45
92.8,-17.33,2026-06-11 18:31:45
92.8,-2.23,2026-06-11 18:31:45
92.8,-6.83,2026-06-11 18:31:45
92.8,0.96,2026-06-11 18:31:45
92.8,1.54,2026-06-11 18:31:45
92.8,0.29,2026-06-11 18:31:45
92.8,-5.65,2026-06-11 18:31:45
92.8,-12.54,2026-06-11 18:31:45
92.8,3.08,2026-06-11 18:31:45
92.8,-7.2,2026-06-11 18:31:45
92.8,-4.19,2026-06-11 18:31:45
92.8,1.4,2026-06-11 18:31:45
92.8,-0.61,2026-06-11 18:31:45
92.8,-0.38,2026-06-11 18:31:45
92.8,9.13,2026-06-11 18:31:45
92.8,0.16,2026-06-11 18:31:45
92.8,-1.67,2026-06-11 18:31:45
92.8,4.36,2026-06-11 18:31:45
92.8,-2.85,2026-06-11 18:31:45
92.8,-0.33,2026-06-11 18:31:45
92.8,3.65,2026-06-11 18:31:45
92.8,-7.67,2026-06-11 18:31:45
92.8,-5.83,2026-06-11 18:31:45
92.8,-8.47,2026-06-11 18:31:45
92.8,-3.56,2026-06-11 18:31:45
92.8,2.06,2026-06-11 18:31:45
92.8,2.41,2026-06-11 18:31:45
92.8,8.49,2026-06-11 18:31:45
92.8,1.62,2026-06-11 18:31:45
92.8,2.52,2026-06-11 18:31:45
92.8,2.31,2026-06-11 18:31:45
92.8,4.28,2026-06-11 18:31:45
92.8,0.8,2026-06-11 18:31:45
92.8,7.82,2026-06-11 18:31:45
92.8,5.49,2026-06-11 18:31:45
92.8,-2.24,2026-06-11 18:31:45
92.8,-0.19,2026-06-11 18:31:45
92.8,1.52,2026-06-11 18:31:45
92.8,-1.72,2026-06-11 18:31:45
92.8,4.87,2026-06-11 18:31:45
92.8,7.32,2026-06-11 18:31:45
92.8,-2.73,2026-06-11 18:31:45
92.8,-6.14,2026-06-11 18:31:45
92.8,-4.34,2026-06-11 18:31:45
92.8,0.78,2026-06-11 18:31:45
92.8,1.52,2026-06-11 18:31:45
92.8,-6.68,2026-06-11 18:31:45
92.8,4.41,2026-06-11 18:31:45
92.8,-14.12,2026-06-11 18:31:45
92.8,0.62,2026-06-11 18:31:45
92.8,4.6,2026-06-11 18:31:45
92.8,-1.88,2026-06-11 18:31:45
92.8,-6.01,2026-06-11 18:31:45
92.8,5.91,2026-06-11 18:31:45
92.8,-6.4,2026-06-11 18:31:45
92.8,6.53,2026-06-11 18:31:45
92.8,-1.57,2026-06-11 18:31:45
92.8,6.19,2026-06-11 18:31:45
92.8,-7.14,2026-06-11 18:31:45
92.8,-5.08,2026-06-11 18:31:45
92.8,-4.88,2026-06-11 18:31:45
92.8,1.4,2026-06-11 18:31:45
92.8,-1.81,2026-06-11 18:31:45
92.8,-5.15,2026-06-11 18:31:45
92.8,-2.28,2026-06-11 18:31:45
92.8,3.55,2026-06-11 18:31:45
92.8,-18.01,2026-06-11 18:31:45
92.8,7.14,2026-06-11 18:31:45
92.8,1.16,2026-06-11 18:31:45
92.8,7.52,2026-06-11 18:31:45
92.8,-7.25,2026-06-11 18:31:45
92.8,2.61,2026-06-11 18:31:45
92.8,2.42,2026-06-11 18:31:45
92.8,-9.75,2026-06-11 18:31:45
92.8,-2.49,2026-06-11 18:31:45
92.8,-7.03,2026-06-11 18:31:45
92.8,-2.97,2026-06-11 18:31:45
92.8,-14.57,2026-06-11 18:31:45
92.8,6.55,2026-06-11 18:31:45
92.8,0.77,2026-06-11 18:31:45
92.8,-5.24,2026-06-11 18:31:45
92.8,-16.35,2026-06-11 18:31:45
92.8,-4.98,2026-06-11 18:31:45
92.8,-11.1,2026-06-11 18:31:45
92.8,-9.65,2026-06-11 18:31:45
92.8,-5.86,2026-06-11 18:31:45
92.8,-8.94,2026-06-11 18:31:45
92.8,-11.11,2026-06-11 18:31:45
92.8,0.88,2026-06-11 18:31:45
92.8,1.23,2026-06-11 18:31:45
92.8,-7.44,2026-06-11 18:31:45
92.8,5.31,2026-06-11 18:31:45
92.8,-2.23,2026-06-11 18:31:45
92.8,-1.58,2026-06-11 18:31:45
92.8,2.09,2026-06-11 18:31:45
92.8,1.5,2026-06-11 18:31:45
92.8,6.04,2026-06-11 18:31:45
92.8,3.18,2026-06-11 18:31:45
92.8,-1.13,2026-06-11 18:31:45
92.8,-3.28,2026-06-11 18:31:45
92.8,-4.18,2026-06-11 18:31:45
92.8,-3.94,2026-06-11 18:31:45
92.8,3.98,2026-06-11 18:31:45
92.8,0.36,2026-06-11 18:31:45
92.8,-4.8,2026-06-11 18:31:45
92.8,-5.9,2026-06-11 18:31:45
92.8,-1.57,2026-06-11 18:31:45
92.8,-2.94,2026-06-11 18:31:45
92.8,-0.95,2026-06-11 18:31:45
92.8,0.68,2026-06-11 18:31:45
92.8,-4.64,2026-06-11 18:31:45
92.8,2.7,2026-06-11 18:31:45
92.8,-0.23,2026-06-11 18:31:45
92.8,3.25,2026-06-11 18:31:45
92.8,5.88,2026-06-11 18:31:45
92.8,1.87,2026-06-11 18:31:45
92.8,-5.87,2026-06-11 18:31:45
92.8,-6.91,2026-06-11 18:31:45
92.8,0.06,2026-06-11 18:31:45
92.8,-0.31,2026-06-11 18:31:45
92.8,5.5,2026-06-11 18:31:45
92.8,3.31,2026-06-11 18:31:45
92.8,1.17,2026-06-11 18:31:45
92.8,1.43,2026-06-11 18:31:45
92.8,0.15,2026-06-11 18:31:45
92.8,2.07,2026-06-11 18:31:45
92.8,-5.32,2026-06-11 18:31:45
92.8,3.62,2026-06-11 18:31:45
92.8,3.76,2026-06-11 18:31:45
92.8,-4.75,2026-06-11 18:31:45
92.8,5.29,2026-06-11 18:31:45
92.8,-2.81,2026-06-11 18:31:45
92.8,2.07,2026-06-11 18:31:45
92.8,-1.08,2026-06-11 18:31:45
92.8,-0.73,2026-06-11 18:31:45
92.8,0.3,2026-06-11 18:31:45
92.8,-3.73,2026-06-11 18:31:45
92.8,2.31,2026-06-11 18:31:45
92.8,0.82,2026-06-11 18:31:45
92.8,-4.81,2026-06-11 18:31:45
92.8,-0.73,2026-06-11 18:31:45
92.8,2.14,2026-06-11 18:31:45
92.8,-6.44,2026-06-11 18:31:45
92.8,4.01,2026-06-11 18:31:45
92.8,-1.14,2026-06-11 18:31:45
92.8,0.09,2026-06-11 18:31:45
92.8,-8.73,2026-06-11 18:31:45
92.8,1.08,2026-06-11 18:31:45
92.8,-7.89,2026-06-11 18:31:45
92.8,5.65,2026-06-11 18:31:45
92.8,1.22,2026-06-11 18:31:45
92.8,-2.28,2026-06-11 18:31:45
92.8,-14.64,2026-06-11 18:31:45
92.8,1.69,2026-06-11 18:31:45
92.8,2.79,2026-06-11 18:31:45
92.8,4.23,2026-06-11 18:31:45
92.8,1.82,2026-06-11 18:31:45
92.8,0.33,2026-06-11 18:31:45
92.8,-5.12,2026-06-11 18:31:45
92.8,2.36,2026-06-11 18:31:45
92.8,0.7,2026-06-11 18:31:45
92.8,-3.52,2026-06-11 18:31:45
92.8,7.55,2026-06-11 18:31:45
92.8,-7.26,2026-06-11 18:31:45
92.8,-5.23,2026-06-11 18:31:45
92.8,-6.03,2026-06-11 18:31:45
92.8,-8.74,2026-06-11 18:31:45
92.8,0.47,2026-06-11 18:31:45
92.8,-3.25,2026-06-11 18:31:45
92.8,-4.24,2026-06-11 18:31:45
92.8,1.71,2026-06-11 18:31:45
92.8,7.58,2026-06-11 18:31:45
92.8,7.44,2026-06-11 18:31:45
92.8,3.19,2026-06-11 18:31:45
92.8,-10.13,2026-06-11 18:31:45
92.8,-6.55,2026-06-11 18:31:45
92.8,-5.0,2026-06-11 18:31:45
92.8,5.78,2026-06-11 18:31:45
92.8,-0.51,2026-06-11 18:31:45
92.8,3.68,2026-06-11 18:31:45
92.8,-0.83,2026-06-11 18:31:45
92.8,6.3,2026-06-11 18:31:45
92.8,7.29,2026-06-11 18:31:45
92.8,0.63,2026-06-11 18:31:45
92.8,-1.01,2026-06-11 18:31:45
92.8,0.18,2026-06-11 18:31:45
92.8,-10.5,2026-06-11 18:31:45
92.8,-2.95,2026-06-11 18:31:45
92.8,-8.69,2026-06-11 18:31:45
92.8,0.38,2026-06-11 18:31:45
92.8,-6.22,2026-06-11 18:31:45
92.8,3.92,2026-06-11 18:31:45
92.8,-4.58,2026-06-11 18:31:45
92.8,-2.86,2026-06-11 18:31:45
92.8,-8.71,2026-06-11 18:31:45
92.8,0.85,2026-06-11 18:31:45
92.8,-1.62,2026-06-11 18:31:45
92.8,-1.59,2026-06-11 18:31:45
92.8,5.24,2026-06-11 18:31:45
92.8,-3.83,2026-06-11 18:31:45
92.8,-2.95,2026-06-11 18:31:45
92.8,-2.52,2026-06-11 18:31:45
92.8,-0.98,2026-06-11 18:31:45
92.8,4.62,2026-06-11 18:31:45
92.8,1.87,2026-06-11 18:31:45
92.8,4.23,2026-06-11 18:31:45
92.8,-0.89,2026-06-11 18:31:45
92.8,4.17,2026-06-11 18:31:45
92.8,-4.51,2026-06-11 18:31:45
92.8,5.03,2026-06-11 18:31:45
92.8,-8.76,2026-06-11 18:31:45
92.8,-12.43,2026-06-11 18:31:45
92.8,-8.02,2026-06-11 18:31:45
92.8,5.83,2026-06-11 18:31:45
92.8,3.87,2026-06-11 18:31:45
92.8,2.68,2026-06-11 18:31:45
92.8,8.21,2026-06-11 18:31:45
92.8,3.46,2026-06-11 18:31:45
92.8,3.4,2026-06-11 18:31:45
92.8,8.38,2026-06-11 18:31:45
92.8,-2.38,2026-06-11 18:31:45
92.8,2.55,2026-06-11 18:31:45
92.8,0.43,2026-06-11 18:31:45
92.8,-0.93,2026-06-11 18:31:45
92.8,2.07,2026-06-11 18:31:45
92.8,-7.13,2026-06-11 18:31:45
